title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Delta Chi House [04],Delta Chi house on the southeast corner of University and Elm Streets.,1935,yes,fraternities; fraternity houses,Greek Life,Delta Chi,46.726785,-117.008191,Publications Dept. U of I,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",005-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/28,28,35.jp2,/pg2/image/35.jp2,pg228,image,pg228.jpg,https://objects.lib.uidaho.edu/pg2/pg228.jpg,https://objects.lib.uidaho.edu/pg2/small/pg228_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg228_th.jpg,
Delta Chi House [05],"Delta Chi house on the southeast corner of University and Elm Streets, covered in snow.",1935,yes,fraternities; fraternity houses,Greek Life,Delta Chi,46.726785,-117.008171,Hodgins,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",005-006,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/29,29,36.jp2,/pg2/image/36.jp2,pg229,image,pg229.jpg,https://objects.lib.uidaho.edu/pg2/pg229.jpg,https://objects.lib.uidaho.edu/pg2/small/pg229_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg229_th.jpg,
Delta Chi House [06],"Students sitting around the living room of the Delta Chi houses, located on the southeast corner of University and Elm Streets.",1935,yes,fraternities; fraternity houses; students,Greek Life,Delta Chi,46.726785,-117.008161,Hodgins,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",005-007,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white film negative,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/30,30,37.jp2,/pg2/image/37.jp2,pg230,image,pg230.jpg,https://objects.lib.uidaho.edu/pg2/pg230.jpg,https://objects.lib.uidaho.edu/pg2/small/pg230_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg230_th.jpg,
Delta Delta Delta House [01],"Delta Delta Delta house on the northeast corner of College and Deakin Streets. House was occupied by Omega Alpha, which became Delta Delta Delta in 1929.",1926,yes,sororities; sorority houses,Greek Life,Delta Delta Delta,46.727625,-117.006767,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",006-001,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.5x3.5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/31,31,38.jp2,/pg2/image/38.jp2,pg231,image,pg231.jpg,https://objects.lib.uidaho.edu/pg2/pg231.jpg,https://objects.lib.uidaho.edu/pg2/small/pg231_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg231_th.jpg,
Delta Delta Delta House [02],Delta Delta Delta house on the northeast corner of College and Deakin Streets. Delta Delta Delta occupied the house until 1931.,1926,yes,sororities; sorority houses,Greek Life,Delta Delta Delta,46.727635,-117.006767,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",006-002,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.5x3.5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/32,32,39.jp2,/pg2/image/39.jp2,pg232,image,pg232.jpg,https://objects.lib.uidaho.edu/pg2/pg232.jpg,https://objects.lib.uidaho.edu/pg2/small/pg232_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg232_th.jpg,
Alpha Phi House [03],Alpha Phi house on the southeast corner of 6th and Elm Streets.,1964,yes,sororities; sorority houses,Greek Life,Alpha Phi,46.729737,-117.008151,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",002-003,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 color print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/33,33,4.jp2,/pg2/image/4.jp2,pg233,image,pg233.jpg,https://objects.lib.uidaho.edu/pg2/pg233.jpg,https://objects.lib.uidaho.edu/pg2/small/pg233_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg233_th.jpg,
Delta Delta Delta House [03],Delta Delta Delta house under construction on the southwest corner of Elm and 6th Streets.,1930,yes,sororities; sorority houses,Greek Life,Delta Delta Delta,46.729625,-117.008484,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",006-003,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/34,34,40.jp2,/pg2/image/40.jp2,pg234,image,pg234.jpg,https://objects.lib.uidaho.edu/pg2/pg234.jpg,https://objects.lib.uidaho.edu/pg2/small/pg234_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg234_th.jpg,
Delta Delta Delta House [04],Delta Delta Delta house on the southwest corner of Elm and 6th Streets.,1935,yes,sororities; sorority houses,Greek Life,Delta Delta Delta,46.729625,-117.008474,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",006-004,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,6x5 black and white film negative,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/35,35,41.jp2,/pg2/image/41.jp2,pg235,image,pg235.jpg,https://objects.lib.uidaho.edu/pg2/pg235.jpg,https://objects.lib.uidaho.edu/pg2/small/pg235_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg235_th.jpg,
Delta Delta Delta House [05],Delta Delta Delta house on the southwest corner of Elm and 6th Streets.,1935,yes,sororities; sorority houses,Greek Life,Delta Delta Delta,46.729625,-117.008464,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",006-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.75x3.5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/36,36,42.jp2,/pg2/image/42.jp2,pg236,image,pg236.jpg,https://objects.lib.uidaho.edu/pg2/pg236.jpg,https://objects.lib.uidaho.edu/pg2/small/pg236_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg236_th.jpg,
Delta Gamma House [01],Delta Gamma house on the northeast corner of Idaho and Elm Streets.,1930,yes,sororities; sorority houses,Greek Life,Delta Gamma,46.72799,-117.008083,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-001,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.5x3.5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/37,37,43.jp2,/pg2/image/43.jp2,pg237,image,pg237.jpg,https://objects.lib.uidaho.edu/pg2/pg237.jpg,https://objects.lib.uidaho.edu/pg2/small/pg237_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg237_th.jpg,
Delta Gamma House [02],Delta Gamma house on the northeast corner of Idaho and Elm Streets.,1923,yes,sororities; sorority houses,Greek Life,Delta Gamma,46.72789,-117.008083,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-003,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/38,38,44.jp2,/pg2/image/44.jp2,pg238,image,pg238.jpg,https://objects.lib.uidaho.edu/pg2/pg238.jpg,https://objects.lib.uidaho.edu/pg2/small/pg238_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg238_th.jpg,
Delta Gamma House [03],Delta Gamma house on the northeast corner of Idaho and Elm Streets.,1935,yes,sororities; sorority houses,Greek Life,Delta Gamma,46.72779,-117.008083,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-004,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/39,39,45.jp2,/pg2/image/45.jp2,pg239,image,pg239.jpg,https://objects.lib.uidaho.edu/pg2/pg239.jpg,https://objects.lib.uidaho.edu/pg2/small/pg239_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg239_th.jpg,
Delta Gamma House [04],"Girls standing by doorway of Delta Gamma house, which is on the northeast corner of Idaho and Elm Streets.",1961,yes,sororities; sorority houses; students,Greek Life,Delta Gamma,46.72809,-117.008083,"Photo Center, U of I",University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/40,40,46.jp2,/pg2/image/46.jp2,pg240,image,pg240.jpg,https://objects.lib.uidaho.edu/pg2/pg240.jpg,https://objects.lib.uidaho.edu/pg2/small/pg240_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg240_th.jpg,
Delta Gamma House [5],"Girls standing by doorway of Delta Gamma house, which is on the northeast corner of Idaho and Elm Streets.",1961,yes,sororities; sorority houses; students,Greek Life,Delta Gamma,46.72799,-117.008073,"Photo Center, U of I",University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-006,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/41,41,47.jp2,/pg2/image/47.jp2,pg241,image,pg241.jpg,https://objects.lib.uidaho.edu/pg2/pg241.jpg,https://objects.lib.uidaho.edu/pg2/small/pg241_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg241_th.jpg,
Beta Sigma Charter Members,"Beta Sigma charter members sitting for a portrait photograph. Back row, l-r: Jessie Gibson, Olive Regan, Zella Perkins, Mrs. Padelford, Emma Strong, Trula Keener, Daisy Booth; front row, l-r: Nell Ireton, Nina Wilkins, Mabel Martin, Edna Moore, Ruth Gipson, Della Brown",1901,yes,sororities; students; women (female humans),Greek Life,Beta Sigma,46.72799,-117.008063,Margaret McCallie Moore,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-007,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,9x4 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/42,42,48.jp2,/pg2/image/48.jp2,pg242,image,pg242.jpg,https://objects.lib.uidaho.edu/pg2/pg242.jpg,https://objects.lib.uidaho.edu/pg2/small/pg242_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg242_th.jpg,
Delta Gamma House [07],"Students sit around the living room at the Delta Gamma house, which is on the northeast corner of Idaho and Elm Streets.",1935,yes,sororities; sorority houses; students,Greek Life,Delta Gamma,46.72799,-117.008103,Hodgins,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",007-010,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white film negative,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/43,43,49.jp2,/pg2/image/49.jp2,pg243,image,pg243.jpg,https://objects.lib.uidaho.edu/pg2/pg243.jpg,https://objects.lib.uidaho.edu/pg2/small/pg243_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg243_th.jpg,
Alpha Tau Omega House [01],Alpha Tau Omega house under construction on the northwest corner of Deakin and Idaho Streets.,1928-07-01,,fraternities; fraternity houses,Greek Life,Alpha Tau Omega,46.727975,-117.007085,,University of Idaho Library Digital Initiatives,"PG 2, University of Idaho Student Organizations Collection",003-001,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,Image;StillImage,image/jpeg,eng,2017-10-17,2017-10-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/44,44,5.jp2,/pg2/image/5.jp2,pg244,image,pg244.jpg,https://objects.lib.uidaho.edu/pg2/pg244.jpg,https://objects.lib.uidaho.edu/pg2/small/pg244_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg244_th.jpg,
